Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,20250225_Lipids_Blank_pos_03,20250225_Lipids_Blank_pos_04,20250225_Lipids_LC_pos_01,20250225_Lipids_LC_pos_02,20250225_Lipids_LC_pos_03,20250225_Lipids_LC_pos_04,20250225_Lipids_LC_pos_05,20250225_Lipids_LC_pos_06,20250225_Lipids_LC_pos_07,20250225_Lipids_LC_pos_08,20250225_Lipids_LC_pos_09,20250225_Lipids_LC_pos_10,20250225_Lipids_LC_pos_11,20250225_Lipids_LC_pos_12,20250225_Lipids_LC_pos_13,20250225_Lipids_LC_pos_14
61,2.14,212.00597,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,61,0,0,null,null,null,null,null,null,null,29.17,20250225_Lipids_LC_pos_04,212.00597:138649 213.01063:0 214.01530:0,null,0,0,0,0,0,101490,0,0,0,0,0,0,0,0,0,0
62,2.497,212.09459,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,62,0,0,null,null,null,null,null,null,null,7.31,20250225_Lipids_LC_pos_09,212.09459:822724 213.09926:108522 214.10392:0,null,26223,15105,19856,9526,472320,201188,71141,8078,12856,17855,3567283,1382606,7722284,77958,120214,7734
63,3.402,212.0946,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,55,1,0,null,null,null,null,null,null,null,20.59,20250225_Lipids_LC_pos_09,212.09460:517961 213.09927:83899 214.10394:0,null,8989,34231,25619,0,253222,78644,43154,0,0,10445,5100550,2232374,5680684,135737,0,6207
64,3.879,212.09464,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,64,0,0,null,null,null,null,null,null,null,22.23,20250225_Lipids_LC_pos_09,212.09464:480596 213.09930:0 214.10397:0,null,28099,26001,24354,0,0,0,20220,0,0,0,9282913,1202597,1513017,54203,0,0
65,0.996,212.10712,Unknown,[M+H]+,null,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,65,0,0,null,null,null,null,null,null,null,9.28,20250225_Lipids_LC_pos_04,212.10692:18973 213.11159:57600 214.11625:736637,91.05405:22436 98.30722:6652 134.33006:7080 156.48581:6424 184.09503:29582 197.06995:26382 205.00061:6838 212.08998:573843,3985,10742,0,175359,81724,112897,10984,70927,21670,46252,0,0,0,103669,152630,121020
66,12.637,212.1283,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,66,0,0,null,null,null,null,null,null,null,5.27,20250225_Lipids_LC_pos_07,212.12830:33063 213.13296:0 214.13763:0,null,32569,58973,32971,52499,26169,17042,10712,39866,51932,10637,39397,36793,43792,15738,14703,27828
67,1.651,212.14355,Unknown,[M+H]+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,67,0,0,null,null,null,null,null,null,null,8.57,20250225_Lipids_LC_pos_13,212.14355:47834 213.14822:0 214.15289:0,null,3818,1439,6963,320577,95994,0,0,105577,92596,175472,222874,44957,120574,198276,314886,162745
68,3.461,212.21213,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,68,0,0,null,null,null,null,null,null,null,18.9,20250225_Lipids_LC_pos_02,212.21213:75055 213.21680:0 214.22146:0,null,130706,72378,227220,319938,97304,104786,176863,106017,70668,100573,91817,81823,40311,28651,21829,63941
69,0.798,212.21222,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,69,0,0,null,null,null,null,null,null,null,13.19,20250225_Lipids_LC_pos_01,212.21222:28164 213.21689:4834 214.22155:0,null,6664,155395,272183,160505,1417,23528,112607,125802,91848,116014,1400,57470,43147,63149,85736,50976
70,1.17,212.21233,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,70,0,0,null,null,null,null,null,null,null,6.91,20250225_Lipids_Blank_pos_04,212.21233:37934 213.21699:0 214.22166:0,null,7341,298286,227437,147528,0,0,0,154275,136774,39349,0,0,0,70560,36379,72649
71,1.047,212.21234,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,71,0,0,null,null,null,null,null,null,null,6.24,20250225_Lipids_LC_pos_12,212.21234:42804 213.21701:0 214.22168:0,null,9346,119842,149678,117822,13788,57484,81808,47859,73774,76146,0,0,0,113926,152896,60526
72,1.793,212.23709,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,72,0,0,null,null,null,null,null,null,null,20.35,20250225_Lipids_LC_pos_04,212.23709:150871 213.24176:0 214.24643:1461142,null,0,0,67210,12427,316437,1026375,86190,19771,26532,17440,16299,6282,91317,0,129,8974
73,1.674,212.23726,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,73,0,0,null,null,null,null,null,null,null,43.12,20250225_Lipids_LC_pos_11,212.23726:180219 213.24193:0 214.24659:0,null,0,1199,148566,12427,0,542661,0,7412,15413,40899,317763,15459,840069,0,29334,8974
74,10.057,212.84233,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,74,0,0,null,null,null,null,null,null,null,4.69,20250225_Lipids_LC_pos_14,212.84233:24453 213.84700:0 214.85167:0,null,207787,151778,149273,259631,184382,133003,86389,48234,32795,15045,146802,178785,118611,114534,137336,166886
75,0.728,212.84238,Unknown,[M+H]+,null,0.44,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,75,0,0,null,null,null,null,null,null,null,12.67,20250225_Lipids_LC_pos_08,212.84238:105188 213.84704:24101 214.85171:0,50.13110:3982 54.73365:3889 80.39600:4823 87.78504:3940 133.74228:4019 198.19064:3701,412207,368548,273850,150626,50132,161688,288116,420424,557341,739174,258670,194135,173253,352648,349702,309750
76,5.459,212.84239,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,76,0,0,null,null,null,null,null,null,null,5.28,20250225_Lipids_LC_pos_14,212.84239:43596 213.84706:0 214.85173:0,null,134161,318055,184354,170955,104197,64174,184091,182413,222104,119543,191249,147761,84081,67341,70214,247998
77,3.961,212.84253,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,77,0,0,null,null,null,null,null,null,null,7.89,20250225_Lipids_LC_pos_05,212.84253:41190 213.84720:0 214.85186:0,null,208571,264486,310579,211225,159915,70954,188969,89889,100070,50955,70339,43305,151563,59810,7900,84859
78,6.515,212.84258,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,78,0,0,null,null,null,null,null,null,null,4.17,20250225_Lipids_LC_pos_06,212.84258:30347 213.84724:0 214.85191:0,null,126685,138038,72553,222421,199342,115223,195581,299016,250860,160779,120518,222177,103524,209009,421748,248008
79,1.517,212.85954,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,79,0,0,null,null,null,null,null,null,null,14.7,20250225_Lipids_LC_pos_06,212.85954:51651 213.86421:0 214.86888:0,null,61524,41789,43286,22440,0,0,0,136152,2102,0,0,0,0,81098,47999,43429
80,0.876,213.06795,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,80,0,0,null,null,null,null,null,null,null,8.62,20250225_Lipids_LC_pos_12,213.06795:117730 214.07262:0 215.07728:0,null,27592,39802,304737,20384,76772,29715,0,202157,54542,167193,0,0,0,342956,396109,212414
81,2.56,213.0735,Unknown,[M+H]+,null,0.69,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,81,0,0,null,null,null,null,null,null,null,26.05,20250225_Lipids_LC_pos_11,213.07350:348233 214.07817:28569 215.08284:0,null,30769,11624,32921,1115866,192753,665526,124837,53056,196770,272853,4484088,2872892,4011142,854940,1482051,989115
82,0.818,213.1236,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,82,0,0,null,null,null,null,null,null,null,25.41,20250225_Lipids_LC_pos_13,213.12360:162704 214.12826:11770 215.13293:57063,null,92104,128517,139629,149010,438,532,78593,121737,87330,83879,0,206,68097,213475,1216538,234677
83,0.93,213.1489,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,83,0,0,null,null,null,null,null,null,null,13.86,20250225_Lipids_LC_pos_02,213.14890:104835 214.15356:0 215.15823:0,null,22435,25181,298310,563084,0,60247,9493,142912,140703,36021,0,72400,0,144820,277205,134775
84,5.573,213.15987,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,84,0,0,null,null,null,null,null,null,null,3.23,20250225_Lipids_LC_pos_06,213.15987:14616 214.16453:0 215.16920:0,null,35039,103094,72195,46946,60025,44016,76153,128933,47754,54980,23140,60906,29414,62598,0,27557
85,13.072,214.08932,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,85,0,0,null,null,null,null,null,null,null,7,20250225_Lipids_Blank_pos_04,214.08932:57989 215.09399:44568 216.09866:0,null,271830,309062,104720,61380,0,0,162710,0,0,0,51508,196937,128108,0,0,86071
86,13.289,214.08939,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,86,0,0,null,null,null,null,null,null,null,9.27,20250225_Lipids_LC_pos_02,214.08939:66902 215.09405:39571 216.09872:0,null,291432,268945,199311,323759,84642,168154,178994,0,48643,0,169449,163375,265336,0,0,0
87,10.724,214.08939,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,87,0,0,null,null,null,null,null,null,null,5.34,20250225_Lipids_LC_pos_05,214.08939:75326 215.09405:0 216.09872:0,null,168769,164174,95656,86800,193340,0,194892,30682,0,11425,87142,127729,153744,116056,135785,37740
88,0.942,214.09674,Unknown,[M+H]+,null,0.06,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,88,0,0,null,null,null,null,null,null,null,166.02,20250225_Lipids_LC_pos_11,214.09674:669118 215.10141:0 216.10608:0,74.46598:4607 81.91807:3676 91.05390:6132 107.04870:5408 214.09792:8705 214.12248:26845,125259,76338,30797,46631,1600065,768780,221446,21485,436,62277,5916854,4717212,4504167,0,61092,55919
89,0.952,214.12276,Unknown,[M+H]+,null,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,89,0,0,null,null,null,null,null,null,null,175.69,20250225_Lipids_LC_pos_03,214.12276:3348564 215.12742:438891 216.13209:52977372,50.23949:3569 53.25232:3623 61.73750:3869 70.87299:4245 173.51227:8092 185.08267:5513 197.37512:3858 214.09856:6501 214.12224:41481,2992,0,0,2945,17095207,15329404,3182589,71786,161898,319589,5842328,3303587,7429013,0,23531,6230
90,1,214.18031,Unknown,[M+H]+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,90,0,0,null,null,null,null,null,null,null,9.12,20250225_Lipids_LC_pos_02,214.18031:66065 215.18498:0 216.18965:0,null,15201,32308,256439,207860,64970,91730,80193,105380,104625,215826,0,0,492414,158266,284895,97814
91,1.071,214.21669,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,91,0,0,null,null,null,null,null,null,null,11.3,20250225_Lipids_LC_pos_01,214.21669:31567 215.22136:0 216.22603:0,null,0,0,96588,19552,0,20567,3102,10742,11936,45618,0,0,0,0,8251,0
92,1.813,214.25293,Unknown,[M+H]+,null,0.81,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,92,0,0,null,null,null,null,null,null,null,210.84,20250225_Lipids_LC_pos_04,214.25293:2115714 215.25760:216590 216.26227:0,57.06953:16991 71.08522:5099 84.38984:4046 120.17130:3771 145.47011:3886 173.53508:5074 208.03448:4123 214.25217:73291,7648,6573,370121,697171,10047589,12807772,2242799,649564,1477766,5071763,1801457,566423,5553962,272485,827367,638418
93,1.534,214.25302,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,93,0,0,null,null,null,null,null,null,null,21.52,20250225_Lipids_LC_pos_02,214.25302:30740 215.25769:0 216.26236:0,null,3160,5284,344903,291649,0,0,0,241045,129709,288723,0,0,0,101420,31610,42761
94,0.718,214.84044,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,94,0,0,null,null,null,null,null,null,null,9.83,20250225_Lipids_LC_pos_08,214.84044:19632 215.84511:11352 216.84977:2861,null,68035,76166,44645,28318,34935,29214,50643,47681,50334,146885,13964,8410,27626,40167,32116,12330
95,0.761,215.0816,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,95,0,0,null,null,null,null,null,null,null,6.43,20250225_Lipids_LC_pos_09,215.08160:30857 216.08627:0 217.09094:7920,null,24184,39450,39575,48202,30155,65636,35590,18170,18569,9864,57567,526371,51098,4561,9241,36648
96,0.884,215.1255,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,96,0,0,null,null,null,null,null,null,null,3.6,20250225_Lipids_LC_pos_08,215.12550:106029 216.13017:0 217.13484:0,null,91334,79255,138968,134773,30136,2383163,505159,283142,24485,260691,700261,0,0,41535,90110,49536
97,5.61,216.12328,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,97,0,0,null,null,null,null,null,null,null,6.58,20250225_Lipids_LC_pos_11,216.12328:33400 217.12794:0 218.13261:0,null,109136,73387,93086,60553,72870,58050,133233,136255,54548,204524,38855,121824,106654,37630,0,31953
98,14.366,216.12341,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,98,0,0,null,null,null,null,null,null,null,6.28,20250225_Lipids_LC_pos_07,216.12341:63788 217.12808:0 218.13275:0,null,78817,122185,31701,66484,50354,49007,33933,14314,75000,0,31355,53891,40716,47624,21920,20954
99,5.458,216.12352,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,99,0,0,null,null,null,null,null,null,null,7.04,20250225_Lipids_LC_pos_02,216.12352:16133 217.12819:0 218.13286:0,null,47998,81693,83083,113453,48250,162330,45850,95408,31243,60484,81137,43666,67707,56468,75998,4114
100,0.972,216.13841,Unknown,[M+H]+,null,0.88,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,100,0,0,null,null,null,null,null,null,null,1755.53,20250225_Lipids_LC_pos_03,216.13841:52977372 217.14308:8038367 218.14775:487486,79.08181:4084 81.75110:3915 106.35067:3673 159.06812:12532 162.45332:3702 171.37358:4841 173.53709:7176 216.10033:11346 216.13824:424901,4518,2078,197733,273949,275810844,277627545,52587198,382226,333164,697824,95684072,44594189,93321763,164040,574470,270176
101,1.228,216.23227,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,101,0,0,null,null,null,null,null,null,null,42.37,20250225_Lipids_LC_pos_02,216.23227:84143 217.23694:5409 218.24160:0,null,0,0,645251,709467,0,0,0,288673,279999,432870,0,0,0,53112,36746,43257
102,0.938,216.923,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,102,0,0,null,null,null,null,null,null,null,36.03,20250225_Lipids_LC_pos_08,216.92300:64593 217.92767:0 218.93234:0,null,14971,12483,7067,15256,100918,123396,66753,164427,430438,831447,0,0,57715,0,198686,48200
103,0.919,217.1049,Unknown,[M+H]+,null,0.44,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,103,0,0,null,null,null,null,null,null,null,9.34,20250225_Lipids_LC_pos_08,217.10490:237391 218.10957:0 219.11424:30630,null,1172829,1214216,1108810,759924,1672537,1639154,2100537,1770404,1721078,2651082,121834,0,400032,1646636,693279,1888020
104,10.772,217.10698,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,104,0,0,null,null,null,null,null,null,null,10.44,20250225_Lipids_LC_pos_05,217.10698:187875 218.11165:0 219.11631:0,null,868212,590288,691509,397439,435263,438960,1341158,336637,978160,94264,571478,346280,391639,1173061,278559,556912
105,14.57,217.1071,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,105,0,0,null,null,null,null,null,null,null,18.56,20250225_Lipids_LC_pos_03,217.10710:814251 218.11177:0 219.11644:0,null,878916,638259,1228425,884979,1753155,560781,676399,0,1006607,0,461433,245020,1228309,256822,918795,730727
106,1.169,217.10712,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,106,0,0,null,null,null,null,null,null,null,4.93,20250225_Lipids_Blank_pos_03,217.10712:94596 218.11178:0 219.11645:12523,null,763538,616342,673665,868724,426101,0,242654,1062858,647195,691385,0,102268,120214,571689,542596,270423
107,11.598,217.10715,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,107,0,0,null,null,null,null,null,null,null,10.93,20250225_Lipids_LC_pos_13,217.10715:273719 218.11181:0 219.11648:0,null,785105,778833,630893,313442,466450,807555,580602,0,386720,0,497755,896617,213987,575023,1412011,0
108,13.036,217.10716,Unknown,[M+H]+,null,0.13,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,108,0,0,null,null,null,null,null,null,null,11.14,20250225_Lipids_LC_pos_02,217.10709:398033 218.11175:0 219.11642:0,55.05395:5077 72.67928:4482 74.72311:3779 83.04836:4355 101.20635:4087 103.54106:3633 111.04363:8747 155.06989:12370 178.94052:3894,962749,1031248,1782267,2498561,932550,836748,690906,0,542146,434500,717206,1077697,873819,720187,440731,623014
109,14.453,217.10716,Unknown,[M+H]+,null,0.13,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,109,0,0,null,null,null,null,null,null,null,11.6,20250225_Lipids_LC_pos_09,217.10716:276166 218.11183:28628 219.11650:0,55.05414:4638 55.36958:3876 58.00050:4142 88.31258:3676 94.61269:3816 96.92932:3975 111.04392:8682 149.50047:3907 155.07060:8331 165.83875:4012 173.08107:5466 173.53879:6224 174.60616:3943,768875,857375,138074,302852,501412,545634,659594,0,0,0,2682657,1411300,942963,1170016,694671,975268
110,5.573,217.10718,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,110,0,0,null,null,null,null,null,null,null,5.66,20250225_Lipids_LC_pos_02,217.10718:119967 218.11185:26250 219.11651:0,null,314879,341721,479629,1184512,810244,589090,213435,620205,302390,285631,748362,671060,990954,528644,477423,883905
111,13.361,217.10719,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,111,0,0,null,null,null,null,null,null,null,14.39,20250225_Lipids_LC_pos_09,217.10719:136242 218.11186:0 219.11653:0,null,664595,1656448,753433,508508,135247,472089,739910,376154,806474,211796,742766,368810,677967,921838,583287,339951
112,11.782,217.10733,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,112,0,0,null,null,null,null,null,null,null,7.43,20250225_Lipids_LC_pos_14,217.10733:177696 218.11200:0 219.11667:0,null,592113,426668,1064786,410663,851439,484468,677716,534205,374418,221988,403012,636345,684866,252997,88868,936241
113,1.425,217.16226,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,113,0,0,null,null,null,null,null,null,null,18.46,20250225_Lipids_LC_pos_02,217.16226:30012 218.16693:0 219.17160:0,null,1711,3815,137298,146441,0,0,0,0,14617,0,0,0,0,19702,22446,6447
114,2.044,217.18024,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,114,0,0,null,null,null,null,null,null,null,53.54,20250225_Lipids_LC_pos_11,217.18024:51396 218.18490:0 219.18957:0,null,0,0,0,0,86717,0,0,0,0,0,231297,24113,557894,0,0,0
115,0.908,218.06322,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,115,0,0,null,null,null,null,null,null,null,82.03,20250225_Lipids_LC_pos_04,218.06322:234150 219.06788:0 220.07255:0,null,0,0,0,2319,419630,1112970,180016,0,0,0,0,0,0,0,0,0
116,1.25,218.09679,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,116,0,0,null,null,null,null,null,null,null,13.69,20250225_Lipids_LC_pos_13,218.09679:14617 219.10145:0 220.10612:3738,null,31514,37077,27596,98670,0,0,0,21000,21636,48386,0,0,0,43567,97748,52470
117,0.808,218.11064,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,117,0,0,null,null,null,null,null,null,null,2.38,20250225_Lipids_LC_pos_12,218.11064:17310 219.11531:14698 220.11998:14202,null,44616,65588,96305,76987,100,55,4968,44146,53146,116249,30974,34921,19005,50765,102808,67032
