formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C25H48NO11P	[M + H]+	C25H49NO11P+	Fatty acids	1,000	Glycerophospholipids	1,000	Oxidized glycerophospholipids	0,949	Lipids and lipid-like molecules	0,991	Glycerophospholipids	0,999	Glycerophosphocholines	0,997	Phosphatidylcholines	0,663	Phosphatidylcholines	0,663	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	570,304	48	0,792	692040711910460900	692039875083829611	7278	
9	C34H45NO4S2	[M + H]+	C34H46NO4S2+	Fatty acids	0,397	Fatty esters	0,091	Glycerophosphocholines	0,196	Lipids and lipid-like molecules	0,597							Lipids and lipid-like molecules	0,597	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Thiocarboxylic acids and derivatives; Monocarboxylic acids and derivatives; Thioesters; Carboxylic acid esters; Carbonyl compounds; Amines; Sulfenyl compounds; Organic cations; Carbothioic S-esters; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	596,284	48	0,793	692040713403633710	692039891940740215	7991	
1	C20H30NO8P	[M + Na]+	C20H30NNaO8P+	Fatty acids	1,000	Glycerophospholipids	1,000	Glycerophosphocholines	0,998	Lipids and lipid-like molecules	0,986	Glycerophospholipids	0,999	Glycerophosphocholines	0,997	Lysophosphatidylcholines	0,996	1-acyl-sn-glycero-3-phosphocholines	0,991	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	466,161	48	0,793	692040711797214644	692039811334593267	4773	
2	C15H15NOS	[M + H]+	C15H16NOS+	Alkaloids	0,443	Nicotinic acid alkaloids	0,107	Pyridine alkaloids	0,105	Benzenoids	0,997	Benzene and substituted derivatives	0,977					Benzene and substituted derivatives	0,977	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	258,095	48	0,794	692040717245617083	692039696620361983	517	
1	C14H16N2O3S2	[M + H]+	C14H17N2O3S2+	Amino acids and Peptides	0,699	β-lactams	0,004	Penicillins	0,040	Organic acids and derivatives	0,995	Carboxylic acids and derivatives	0,994	Amino acids, peptides, and analogues	0,997	Amino acids and derivatives	0,996	Alpha amino acids and derivatives	0,995	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Thiazolidines; Thiazolines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Imidothioesters; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Thiohemiaminal derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Azolines; Azolidines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Imidothiolactones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	325,068	48	0,794	692040722161342149	692039734985665475	1719	
2	C27H21N3O9	[M + H]+	C27H22N3O9+	Shikimates and Phenylpropanoids	0,221	Nucleosides	0,120	Pyridine alkaloids	0,064	Benzenoids	0,992	Benzene and substituted derivatives	0,968	Benzyloxycarbonyls	0,756			Benzyloxycarbonyls	0,756	Organic compounds; Organoheterocyclic compounds; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Benzyloxycarbonyls; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	532,136	48	0,796	692040729140664780	692039850505204343	6310	
4	C17H30N5O4P	[M + H]+	C17H31N5O4P+	Alkaloids	0,618	Pseudoalkaloids (transamidation)	0,169	Purine alkaloids	0,117	Organoheterocyclic compounds	0,983	Imidazopyrimidines	0,428	Purines and purine derivatives	0,416	6-aminopurines	0,547	6-aminopurines	0,547	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Azoles; Aminopyrimidines and derivatives; Diazines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	400,210	48	0,796	692040717052679054	692039772700852911	3192	
1	C17H34NO9P	[M + H]+	C17H35NO9P+	Fatty acids	1,000	Glycerophospholipids	1,000	Glycerophosphocholines	0,994	Lipids and lipid-like molecules	0,985	Glycerophospholipids	0,999	Glycerophosphocholines	0,998	Lysophosphatidylcholines	0,985	1-acyl-sn-glycero-3-phosphocholines	0,969	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	428,205	48	0,797	692040726817020071	692039787292838879	3788	
2	C16H32NO9P	[M + H]+	C16H33NO9P+	Fatty acids	0,998	Glycerophospholipids	1,000	Glycerophosphocholines	0,969	Lipids and lipid-like molecules	0,962	Glycerophospholipids	0,995	Glycerophosphocholines	0,987	Lysophosphatidylcholines	0,889	1-acyl-sn-glycero-3-phosphocholines	0,817	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	414,189	48	0,797	692040731510446787	692039779243968207	3457	
3	C33H61N5O14	[M + H]+	C33H62N5O14+	Amino acids and Peptides	0,995	Oligopeptides	0,999	Cyclic peptides	0,982	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,997	Amino acids, peptides, and analogues	0,947	Peptides	0,785	Oligopeptides	0,651	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	752,427	48	0,798	692040738024201699	692039997213593235	12307	
1	C25H40O6	[M + H]+	C25H41O6+	Terpenoids	0,487	Diterpenoids	0,075	Dibenzylbutane lignans	0,006	Organic acids and derivatives	0,596	Carboxylic acids and derivatives	0,619					Carboxylic acids and derivatives	0,619	Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dialkyl ethers; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	437,291	48	0,803	692040747109064656	692039793508798403	4041	
2	C29H53N5O11	[M + H]+	C29H54N5O11+	Amino acids and Peptides	0,985	Oligopeptides	0,994	Cyclic peptides	0,972	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,992	Amino acids, peptides, and analogues	0,852	Peptides	0,750	Oligopeptides	0,668	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	648,381	48	0,804	692040753350189181	692039924924752347	9397	
1	C16H34O8	[M + H]+	C16H35O8+	Fatty acids	0,977	Fatty acyls	0,852	Fatty alcohols	0,822	Organic oxygen compounds	1,000	Organooxygen compounds	0,999	Ethers	0,986	Dialkyl ethers	0,980	Polyethylene glycols	0,802	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	355,233	48	0,804	692040759972995691	692039750198408423	2305	
1	C25H45N5O9	[M + H]+	C25H46N5O9+	Amino acids and Peptides	0,848	Oligopeptides	0,917	Cyclic peptides	0,867	Organic acids and derivatives	0,995	Carboxylic acids and derivatives	0,981	Amino acids, peptides, and analogues	0,518			Amino acids, peptides, and analogues	0,518	Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	560,328	48	0,804	692040760333705879	692039868414885195	7012	
3	C38H32N6O7S3	[M + H]+	C38H33N6O7S3+	Amino acids and Peptides	0,965	Peptide alkaloids	0,623	Indole diketopiperazine alkaloids (L-Trp, L-Ala)	0,223	Organic acids and derivatives	0,991	Carboxylic acids and derivatives	0,938	Amino acids, peptides, and analogues	0,910	Amino acids and derivatives	0,907	Alpha amino acids and derivatives	0,878	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Lactams; Piperazines; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Dioxopiperazines; Thiodioxopiperazines; Pyrroloindoles; Epipolythiodioxopiperazines; Carbonyl compounds; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; Indoles; Organic disulfides; N-alkylpiperazines; N-methylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	781,155	48	0,805	692040853065594365	692040017597913807	13096	
5	C26H53NO14	[M + H]+	C26H54NO14+	Fatty acids	0,665	Linear polyketides	0,287	Open-chain polyketides	0,351	Lipids and lipid-like molecules	0,678	Fatty Acyls	0,667					Fatty Acyls	0,667	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	604,354	48	0,805	692040853032039919	692039896386703199	8181	
2	C25H16Cl2O4	[M + H]+	C25H17Cl2O4+	Shikimates and Phenylpropanoids	0,803	Flavonoids	0,563	Chalcones	0,472	Benzenoids	1,000	Phenol ethers	0,733	Anisoles	0,564			Anisoles	0,564	Organic compounds; Halobenzenes; Styrenes; Ketones; Alkyl aryl ethers; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Benzoyl derivatives; Organooxygen compounds; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dichlorobenzenes; Aryl halides; Aryl ketones; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	451,049	48	0,806	692040874251031068	692039802069374255	4394	
1	C23H45N5O8	[M + H]+	C23H46N5O8+	Amino acids and Peptides	0,503	Oligopeptides	0,675	Cyclic peptides	0,176	Organic acids and derivatives	0,764	Carboxylic acids and derivatives	0,588	Carboxylic acid derivatives	0,539	Carboxylic acid amides	0,639	Primary carboxylic acid amides	0,533	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Primary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	520,334	48	0,807	692040884770346396	692039844704480887	6051	
